,temperature,replicate,combination,richness,inv_community_CV,resist
289,21,2,"Colp, Dexio, Para, Spiro",4,1.590125067,-0.008262878
290,21,2,"Colp, Loxo",2,2.105532207,-0.008597207
291,21,2,"Colp, Loxo, Dexio",3,1.842094147,-0.003792488
292,21,2,"Colp, Loxo, Para, Spiro",4,2.031407244,-0.01503464
293,21,2,"Colp, Para",2,1.281294659,-0.012208413
294,21,2,"Colp, Para, Dexio",3,2.02742225,-0.006658412
295,21,2,"Colp, Spiro",2,1.881755107,-0.006119505
296,21,2,"Colp, Tetra, Loxo",3,2.313000856,-0.009488388
297,21,2,Dexio,1,1.070746036,0.000192354
298,21,2,"Dexio, Loxo",2,3.996937062,0.0025183
299,21,2,"Dexio, Loxo, Para, Spiro",4,3.016602801,-0.0082491
300,21,2,"Dexio, Para",2,1.330997858,-0.000347757
301,21,2,"Dexio, Spiro",2,1.804847338,-0.002596544
302,21,2,Loxo,1,2.473574272,0.012496327
303,21,2,"Loxo, Para",2,1.771773528,-0.010232257
304,21,2,"Loxo, Spiro",2,1.810828061,-0.007745449
305,21,2,Para,1,1.140851529,-0.002925683
306,21,2,"Para, Spiro",2,1.591970836,-0.003628753
307,21,2,Spiro,1,2.330827684,0.004946675
308,21,2,"Spiro, Colp, Para",3,1.692188118,-0.010808202
309,21,2,"Spiro, Colp, Tetra",3,1.786220666,-0.003514206
310,21,2,"Spiro, Loxo, Dexio",3,1.865494451,-0.006228146
311,21,2,"Spiro, Loxo, Para",3,3.237755661,-0.009925386
312,21,2,"Spiro, Tetra, Dexio",3,2.772126139,0.002494124
313,21,2,Tetra,1,0.487714619,-0.008484578
314,21,2,"Tetra, Colp",2,1.813121038,-0.00391745
315,21,2,"Tetra, Colp, Dexio, Loxo",4,1.988517554,-0.01302533
316,21,2,"Tetra, Colp, Dexio, Loxo, Para",5,1.983248713,-0.015810747
317,21,2,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,5.000439349,-0.014969583
318,21,2,"Tetra, Colp, Dexio, Loxo, Spiro",5,3.452316551,-0.003531911
319,21,2,"Tetra, Colp, Dexio, Para",4,1.873522358,-0.005187797
320,21,2,"Tetra, Colp, Dexio, Para, Spiro",5,1.790766915,-0.006942569
321,21,2,"Tetra, Colp, Dexio, Spiro",4,2.536441486,-0.005165059
322,21,2,"Tetra, Colp, Loxo, Para",4,1.450314391,-0.03027585
323,21,2,"Tetra, Colp, Loxo, Para, Spiro",5,1.991052776,-0.012412502
324,21,2,"Tetra, Colp, Loxo, Spiro",4,3.989309608,0.009918699
325,21,2,"Tetra, Colp, Para, Spiro",4,2.102169642,-0.009488248
326,21,2,"Tetra, Dexio",2,2.261038098,-0.001792917
327,21,2,"Tetra, Dexio, Loxo, Para",4,1.701602165,-0.019578159
328,21,2,"Tetra, Dexio, Loxo, Para, Spiro",5,2.649289091,-0.011332714
329,21,2,"Tetra, Dexio, Loxo, Spiro",4,2.486072025,0.003051653
330,21,2,"Tetra, Dexio, Para, Spiro",4,1.273861943,-0.009004935
331,21,2,"Tetra, Loxo",2,2.189496182,-0.010501219
332,21,2,"Tetra, Loxo, Para",3,1.711408463,-0.017067863
333,21,2,"Tetra, Loxo, Para, Spiro",4,3.832820252,-0.011648768
334,21,2,"Tetra, Para",2,1.102368609,-0.008505822
335,21,2,"Tetra, Para, Dexio",3,1.440294108,-0.004119008
336,21,2,"Tetra, Spiro",2,1.503270045,0.006173472
337,21,3,Colp,1,1.282962121,-0.001114668
338,21,3,Dexio,1,2.345936856,0.00429359
339,21,3,Loxo,1,1.210887337,-0.008440655
340,21,3,Para,1,1.057136294,-0.004940213
341,21,3,Spiro,1,1.583309217,0.001551335
342,21,3,Tetra,1,0.551430457,-0.005574426
343,21,3,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.959551814,-0.016592957
344,21,4,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.764590503,-0.013487653
345,21,5,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.906722376,-0.014298836
346,23,1,Colp,1,1.721331119,-0.003286912
347,23,1,"Colp, Dexio",2,1.384638545,-0.003082036
348,23,1,"Colp, Dexio, Loxo, Para",4,1.23752915,-0.014536979
349,23,1,"Colp, Dexio, Loxo, Para, Spiro",5,1.588832018,-0.018099315
350,23,1,"Colp, Dexio, Loxo, Spiro",4,1.869444769,-0.009940378
351,23,1,"Colp, Dexio, Para, Spiro",4,2.216150086,-0.005995421
352,23,1,"Colp, Loxo",2,1.404609441,-0.01469863
353,23,1,"Colp, Loxo, Dexio",3,2.020857043,-0.011203173
354,23,1,"Colp, Loxo, Para, Spiro",4,2.421554011,-0.015224153
355,23,1,"Colp, Para",2,1.047637698,-0.011267899
356,23,1,"Colp, Para, Dexio",3,1.351695507,-0.00913478
357,23,1,"Colp, Spiro",2,1.491238357,-0.00575478
358,23,1,"Colp, Tetra, Loxo",3,1.388112092,-0.008203149
359,23,1,Dexio,1,0.876086629,-0.001743139
360,23,1,"Dexio, Loxo",2,2.899825203,-0.003095873
361,23,1,"Dexio, Loxo, Para, Spiro",4,2.18949992,-0.010028373
362,23,1,"Dexio, Para",2,1.283958817,-0.004833398
363,23,1,"Dexio, Spiro",2,1.382230173,-0.003386534
364,23,1,Loxo,1,1.119554268,-0.008033522
365,23,1,"Loxo, Para",2,1.252379878,-0.01399174
366,23,1,"Loxo, Spiro",2,3.242457237,0.011513403
367,23,1,Para,1,0.983390089,-0.004669591
368,23,1,"Para, Spiro",2,1.068077535,-0.003553695
369,23,1,Spiro,1,1.507949,0.000944269
370,23,1,"Spiro, Colp, Para",3,1.477083097,-0.007769899
371,23,1,"Spiro, Colp, Tetra",3,2.098110095,-0.004537489
372,23,1,"Spiro, Loxo, Dexio",3,3.378619013,-0.0019282
373,23,1,"Spiro, Loxo, Para",3,2.940467632,-0.005644054
374,23,1,"Spiro, Tetra, Dexio",3,1.418344247,-0.000626197
375,23,1,Tetra,1,0.386281305,-0.005465165
376,23,1,"Tetra, Colp",2,2.238316255,-0.00290059
377,23,1,"Tetra, Colp, Dexio, Loxo",4,1.568611845,-0.011099029
378,23,1,"Tetra, Colp, Dexio, Loxo, Para",5,1.443591722,-0.01595738
379,23,1,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,1.538729121,-0.015749087
380,23,1,"Tetra, Colp, Dexio, Loxo, Spiro",5,1.8942491,-0.009167718
381,23,1,"Tetra, Colp, Dexio, Para",4,1.340857797,-0.009369172
382,23,1,"Tetra, Colp, Dexio, Para, Spiro",5,1.617756379,-0.00372365
383,23,1,"Tetra, Colp, Dexio, Spiro",4,1.167503204,-0.005737428
384,23,1,"Tetra, Colp, Loxo, Para",4,1.326089745,-0.025156337
385,23,1,"Tetra, Colp, Loxo, Para, Spiro",5,1.593759855,-0.012316567
386,23,1,"Tetra, Colp, Loxo, Spiro",4,1.855510509,-0.005165385
387,23,1,"Tetra, Colp, Para, Spiro",4,1.474510895,-0.008242189
388,23,1,"Tetra, Dexio",2,1.154021698,-0.002387885
389,23,1,"Tetra, Dexio, Loxo, Para",4,1.904416018,-0.018472924
390,23,1,"Tetra, Dexio, Loxo, Para, Spiro",5,3.808061147,-0.011404236
391,23,1,"Tetra, Dexio, Loxo, Spiro",4,1.983736865,-0.008744841
392,23,1,"Tetra, Dexio, Para, Spiro",4,1.629326745,-0.006985616
393,23,1,"Tetra, Loxo",2,3.187347031,-0.007209442
394,23,1,"Tetra, Loxo, Para",3,1.404777374,-0.017608375
395,23,1,"Tetra, Loxo, Para, Spiro",4,1.687892892,-0.01396369
396,23,1,"Tetra, Para",2,1.630725508,-0.00465838
397,23,1,"Tetra, Para, Dexio",3,1.141389002,-0.002997127
398,23,1,"Tetra, Spiro",2,1.164499969,0.00111845
399,23,2,Colp,1,1.441246325,-0.003237245
400,23,2,"Colp, Dexio",2,1.730701495,-0.001685874
401,23,2,"Colp, Dexio, Loxo, Para",4,1.201998631,-0.015218922
402,23,2,"Colp, Dexio, Loxo, Para, Spiro",5,2.383006664,-0.01198799
403,23,2,"Colp, Dexio, Loxo, Spiro",4,2.839374921,-0.011851255
404,23,2,"Colp, Dexio, Para, Spiro",4,1.337381994,-0.007743165
405,23,2,"Colp, Loxo",2,1.530847446,-0.009669676
406,23,2,"Colp, Loxo, Dexio",3,1.403719731,-0.009647749
407,23,2,"Colp, Loxo, Para, Spiro",4,1.968931885,-0.012737786
408,23,2,"Colp, Para",2,1.02366676,-0.010696202
409,23,2,"Colp, Para, Dexio",3,1.486868832,-0.008058402
410,23,2,"Colp, Spiro",2,1.192206573,-0.006134443
411,23,2,"Colp, Tetra, Loxo",3,1.268041208,-0.011139422
412,23,2,Dexio,1,0.889802086,-0.001394431
413,23,2,"Dexio, Loxo",2,3.599389906,-0.001020532
414,23,2,"Dexio, Loxo, Para, Spiro",4,3.367202973,-0.00885706
415,23,2,"Dexio, Para",2,1.02473838,-0.003846041
416,23,2,"Dexio, Spiro",2,2.061264531,0.002181629
417,23,2,Loxo,1,1.03470815,-0.004810285
418,23,2,"Loxo, Para",2,1.398797908,-0.01324067
419,23,2,"Loxo, Spiro",2,2.235638722,-0.000442712
420,23,2,Para,1,0.968868895,-0.005086088
421,23,2,"Para, Spiro",2,1.373671879,-0.004371109
422,23,2,Spiro,1,2.405223057,0.003387587
423,23,2,"Spiro, Colp, Para",3,1.167531277,-0.009845818
424,23,2,"Spiro, Colp, Tetra",3,1.525798868,-0.004939772
425,23,2,"Spiro, Loxo, Dexio",3,2.3885316,-0.004669583
426,23,2,"Spiro, Loxo, Para",3,2.903036436,-0.007199645
427,23,2,"Spiro, Tetra, Dexio",3,2.007877913,-0.000362055
428,23,2,Tetra,1,0.655083991,-0.004385685
429,23,2,"Tetra, Colp",2,1.571939135,-0.00414661
430,23,2,"Tetra, Colp, Dexio, Loxo",4,2.421968112,-0.0133008
431,23,2,"Tetra, Colp, Dexio, Loxo, Para",5,1.42607895,-0.016399925
432,23,2,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,1.592813292,-0.017311753
433,23,2,"Tetra, Colp, Dexio, Loxo, Spiro",5,2.524242675,-0.002424777
434,23,2,"Tetra, Colp, Dexio, Para",4,1.350073612,-0.010062641
435,23,2,"Tetra, Colp, Dexio, Para, Spiro",5,1.271623325,-0.006538641
436,23,2,"Tetra, Colp, Dexio, Spiro",4,3.386003337,-0.004662292
437,23,2,"Tetra, Colp, Loxo, Para",4,1.165290647,-0.024473518
438,23,2,"Tetra, Colp, Loxo, Para, Spiro",5,1.770158269,-0.017225716
439,23,2,"Tetra, Colp, Loxo, Spiro",4,2.040715917,-0.003849297
440,23,2,"Tetra, Colp, Para, Spiro",4,1.479012754,-0.008105268
441,23,2,"Tetra, Dexio",2,0.893956562,-0.003383406
442,23,2,"Tetra, Dexio, Loxo, Para",4,1.226891475,-0.0173277
443,23,2,"Tetra, Dexio, Loxo, Para, Spiro",5,1.933798495,-0.011624644
444,23,2,"Tetra, Dexio, Loxo, Spiro",4,2.403641918,-0.006218212
445,23,2,"Tetra, Dexio, Para, Spiro",4,1.005396146,-0.00709442
446,23,2,"Tetra, Loxo",2,2.670444176,-0.002085059
447,23,2,"Tetra, Loxo, Para",3,1.098118128,-0.017700757
448,23,2,"Tetra, Loxo, Para, Spiro",4,2.700845251,-0.010518983
449,23,2,"Tetra, Para",2,1.23067458,-0.008293536
450,23,2,"Tetra, Para, Dexio",3,1.248907554,-0.003978814
451,23,2,"Tetra, Spiro",2,1.474534391,0.003419122
452,23,3,Colp,1,1.55277766,-0.003109187
453,23,3,Dexio,1,1.094980501,-0.001272088
454,23,3,Loxo,1,1.058649058,-0.008866665
455,23,3,Para,1,1.179363854,-0.00429708
456,23,3,Spiro,1,2.610147196,0.003673824
457,23,3,Tetra,1,0.493546459,-0.00578057
458,23,3,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,1.710175491,-0.015791842
459,23,4,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,1.92545146,-0.01587982
460,23,5,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.988416509,-0.01582558
461,25,1,Colp,1,2.171079741,-0.00340065
462,25,1,"Colp, Dexio",2,0.951590633,-0.006055598
463,25,1,"Colp, Dexio, Loxo, Para",4,1.220981381,-0.011935799
464,25,1,"Colp, Dexio, Loxo, Para, Spiro",5,1.987389317,-0.013642518
465,25,1,"Colp, Dexio, Loxo, Spiro",4,1.849564439,-0.007411649
466,25,1,"Colp, Dexio, Para, Spiro",4,1.635835529,-0.007346386
467,25,1,"Colp, Loxo",2,1.386093324,-0.012021994
468,25,1,"Colp, Loxo, Dexio",3,1.609402087,-0.009040778
469,25,1,"Colp, Loxo, Para, Spiro",4,2.739987029,-0.011322783
470,25,1,"Colp, Para",2,1.076474787,-0.009046147
471,25,1,"Colp, Para, Dexio",3,1.251622027,-0.007002038
472,25,1,"Colp, Spiro",2,1.475574207,-0.004146256
473,25,1,"Colp, Tetra, Loxo",3,1.549555064,-0.009275438
474,25,1,Dexio,1,0.812160578,-0.001187138
475,25,1,"Dexio, Loxo",2,2.412092092,-0.003712104
476,25,1,"Dexio, Loxo, Para, Spiro",4,1.840584693,-0.010354555
477,25,1,"Dexio, Para",2,1.399914954,-0.003931474
478,25,1,"Dexio, Spiro",2,1.884025399,-0.001977026
479,25,1,Loxo,1,2.773271736,-0.002057532
480,25,1,"Loxo, Para",2,0.969809538,-0.012149358
481,25,1,"Loxo, Spiro",2,2.294853016,0.005084591
482,25,1,Para,1,1.120272828,-0.002126327
483,25,1,"Para, Spiro",2,1.340581498,-0.003289577
484,25,1,Spiro,1,2.113127914,0.004702257
485,25,1,"Spiro, Colp, Para",3,1.645983669,-0.008384632
486,25,1,"Spiro, Colp, Tetra",3,1.75142321,-0.002064022
487,25,1,"Spiro, Loxo, Dexio",3,1.815461376,-0.006732675
488,25,1,"Spiro, Loxo, Para",3,1.363056973,-0.012113272
489,25,1,"Spiro, Tetra, Dexio",3,1.166135617,-0.00074586
490,25,1,Tetra,1,1.288882623,-0.005510037
491,25,1,"Tetra, Colp",2,1.304414708,-0.004369039
492,25,1,"Tetra, Colp, Dexio, Loxo",4,1.531520863,-0.015252017
493,25,1,"Tetra, Colp, Dexio, Loxo, Para",5,1.444467389,-0.01420016
494,25,1,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.176982935,-0.011803526
495,25,1,"Tetra, Colp, Dexio, Loxo, Spiro",5,2.413095149,-0.008405237
496,25,1,"Tetra, Colp, Dexio, Para",4,1.492425362,-0.007029272
497,25,1,"Tetra, Colp, Dexio, Para, Spiro",5,2.369494153,-0.004836659
498,25,1,"Tetra, Colp, Dexio, Spiro",4,1.213075265,-0.003811093
499,25,1,"Tetra, Colp, Loxo, Para",4,0.916935218,-0.022654295
500,25,1,"Tetra, Colp, Loxo, Para, Spiro",5,1.1792518,-0.015502998
501,25,1,"Tetra, Colp, Loxo, Spiro",4,2.746795626,0.004879024
502,25,1,"Tetra, Colp, Para, Spiro",4,1.754288171,-0.008117646
503,25,1,"Tetra, Dexio",2,1.428908389,-0.000689252
504,25,1,"Tetra, Dexio, Loxo, Para",4,1.260222073,-0.014661737
505,25,1,"Tetra, Dexio, Loxo, Para, Spiro",5,1.657170329,-0.010296144
506,25,1,"Tetra, Dexio, Loxo, Spiro",4,2.37830562,-0.003482832
507,25,1,"Tetra, Dexio, Para, Spiro",4,1.226524079,-0.00610303
508,25,1,"Tetra, Loxo",2,1.932341062,0.002926306
509,25,1,"Tetra, Loxo, Para",3,1.060481372,-0.01627915
510,25,1,"Tetra, Loxo, Para, Spiro",4,2.587809708,-0.009229412
511,25,1,"Tetra, Para",2,0.97908217,-0.007213957
512,25,1,"Tetra, Para, Dexio",3,1.280237557,-0.003197381
513,25,1,"Tetra, Spiro",2,1.375111265,0.000860671
514,25,2,Colp,1,2.559264407,-0.003422085
515,25,2,"Colp, Dexio",2,1.091341901,-0.004115993
516,25,2,"Colp, Dexio, Loxo, Para",4,1.476601283,-0.011133738
517,25,2,"Colp, Dexio, Loxo, Para, Spiro",5,2.402554637,-0.009859629
518,25,2,"Colp, Dexio, Loxo, Spiro",4,2.704087043,-0.006959577
519,25,2,"Colp, Dexio, Para, Spiro",4,1.174934623,-0.005980905
520,25,2,"Colp, Loxo",2,3.321582337,-0.002841853
521,25,2,"Colp, Loxo, Dexio",3,1.268575867,-0.010449337
522,25,2,"Colp, Loxo, Para, Spiro",4,2.217712036,-0.012312792
523,25,2,"Colp, Para",2,1.108673859,-0.009156541
524,25,2,"Colp, Para, Dexio",3,1.004051435,-0.007882539
525,25,2,"Colp, Spiro",2,1.721109031,-0.003790353
526,25,2,"Colp, Tetra, Loxo",3,1.348960693,-0.010223329
527,25,2,Dexio,1,1.255050887,0.000320309
528,25,2,"Dexio, Loxo",2,3.54234059,-0.003031147
529,25,2,"Dexio, Loxo, Para, Spiro",4,2.075807623,-0.00824085
530,25,2,"Dexio, Para",2,1.311304464,-0.003349433
531,25,2,"Dexio, Spiro",2,2.324476983,0.001173447
532,25,2,Loxo,1,1.781985827,-0.00314247
533,25,2,"Loxo, Para",2,1.055639907,-0.011916035
534,25,2,"Loxo, Spiro",2,1.557180383,-0.003144125
535,25,2,Para,1,0.87341523,-0.002226247
536,25,2,"Para, Spiro",2,1.363459788,-0.002271618
537,25,2,Spiro,1,NA,-0.005665203
538,25,2,"Spiro, Colp, Para",3,1.339311721,-0.009018171
539,25,2,"Spiro, Colp, Tetra",3,1.89168671,-0.003184499
540,25,2,"Spiro, Loxo, Dexio",3,3.053538007,-0.001538733
541,25,2,"Spiro, Loxo, Para",3,2.565001841,-0.005703737
542,25,2,"Spiro, Tetra, Dexio",3,1.128638259,-0.000885325
543,25,2,Tetra,1,0.376026887,-0.005575054
544,25,2,"Tetra, Colp",2,1.511784206,-0.003528821
545,25,2,"Tetra, Colp, Dexio, Loxo",4,1.135108046,-0.01597258
546,25,2,"Tetra, Colp, Dexio, Loxo, Para",5,1.325329291,-0.015566037
547,25,2,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,3.150896146,-0.00912974
548,25,2,"Tetra, Colp, Dexio, Loxo, Spiro",5,2.379670667,-0.003195851
549,25,2,"Tetra, Colp, Dexio, Para",4,1.393706661,-0.00689513
550,25,2,"Tetra, Colp, Dexio, Para, Spiro",5,1.447811941,-0.005394191
551,25,2,"Tetra, Colp, Dexio, Spiro",4,2.176399886,-0.004241479
552,25,2,"Tetra, Colp, Loxo, Para",4,1.1371856,-0.021591984
553,25,2,"Tetra, Colp, Loxo, Para, Spiro",5,1.888935081,-0.01242826
554,25,2,"Tetra, Colp, Loxo, Spiro",4,2.422860337,-0.005147718
555,25,2,"Tetra, Colp, Para, Spiro",4,1.192947981,-0.004958332
556,25,2,"Tetra, Dexio",2,1.546977797,-0.00444085
557,25,2,"Tetra, Dexio, Loxo, Para",4,1.210025629,-0.013868438
558,25,2,"Tetra, Dexio, Loxo, Para, Spiro",5,3.459641923,-0.007471427
559,25,2,"Tetra, Dexio, Loxo, Spiro",4,2.478406803,-0.002077285
560,25,2,"Tetra, Dexio, Para, Spiro",4,1.61737276,-0.004866187
561,25,2,"Tetra, Loxo",2,2.259460918,-0.00080838
562,25,2,"Tetra, Loxo, Para",3,0.992412772,-0.014812547
563,25,2,"Tetra, Loxo, Para, Spiro",4,2.102684797,-0.009614427
564,25,2,"Tetra, Para",2,1.368833763,-0.005711388
565,25,2,"Tetra, Para, Dexio",3,1.022963479,-0.005955991
566,25,2,"Tetra, Spiro",2,1.389015936,0.002974745
567,25,3,Colp,1,1.019172057,-0.004665069
568,25,3,Dexio,1,1.395102342,-0.000209168
569,25,3,Loxo,1,2.407039006,0.000793315
570,25,3,Para,1,1.007411086,-0.002558398
571,25,3,Spiro,1,2.637033295,0.004230564
572,25,3,Tetra,1,0.451227828,-0.005790193
573,25,3,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.42717091,-0.011330269
574,25,4,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,2.619858644,-0.010354859
575,25,5,"Tetra, Colp, Dexio, Loxo, Para, Spiro",6,1.757811404,-0.009766381